id,date,text,zero_shot_label,zero_shot_score
Acliptic,7/20/2020,"So Having just played my first game prior to writing this review it was amazing the gameplay is incredible There was just one small problem and this is why I'm leaving 4 starts After accidently pressing the settings button I obviously pressed ""Resume"" but the banner that drops done when pressing settings got stuck halfway up the screen. So this meant I couldn't read the information that drops down at the end. So I thought Id write a review to let the Devs know (picture is available on request)",Gameplay and Controls,0.4278124272823334
Bill Carlson,10/14/2022,The game is more generic than I expected. A little more interaction with the animations would be nice. As well as the choice to play two or three friends. Also navigating through the outfits and puzzle pieces are a little bit confusing.,Gameplay and Controls,0.30500394105911255
Quality Girl,4/26/2021,"I would rate this a five star if they have more of a variety of characters, etc. To choose from. Otherwise this game is awesome if you really love The Game of Life. As well when I play multiplayer I can do something else and can come back one minute later and the game still plays. No buffering, no nothing. I love this.",Value for Money,0.37610504031181335
Kelly Metzler,12/28/2020,"Updated: my issues have pet much been fixed completely! Thanks! My only wish is that we could chat in game with our friends. Since I downloaded the frozen land, it's really glitchy and freezes up a lot. It'll go to 5 once the issues are fixed. Could also be the solar storm we are getting tonight, but unsure. Wanted techs to see.",Value for Money,0.3577782213687897
Nathan Hill,7/16/2020,Playing the single player game works really good and it is fun. I do wish to see cars from basic look then look better while progressing like in the first one. UPDATE: Multi-player works wonder. I did not try marriage in my last review nor tried to grow a family so I did not know the vehicle grows at all until last night. I would love to see more upgrading the vehicle and I want to see a vintage pack like from the first game. I really love those old vehicles in those times. Game is so smooth.,Gameplay and Controls,0.3032040596008301
Spencer Vincent,9/11/2023,"So happy they have a ""local multiplayer"" option to hand the phone to your partner. We love it.",Value for Money,0.41594186425209045
newleif 97,8/31/2020,"£30 season pass for a one time purchase is ridiculous. I already paid £4.99 for a game with no free trial or demo just misleading adverts instead. Its far too short. No overall reward at all so its pointless comtinuing playing when you are already loosing. You should be able to win coins and gems to spend in a shop for more outfits etc. And have a leaderboard. Needs a chat option its so boring otherwise, people take too long. Apart from that its pointless playing with no overall reward or board",Content and Length,0.42704784870147705
k b,10/10/2020,"It's a fun game for killing time or spending time with your kids, but they have been promising new worlds since it came out. I've bought the season pass, I'm looking for more boards to keep my interest. Haven't opened the app in over a month because it is lacking anything new, and certainly lacking what I've paid for.",Value for Money,0.5170813202857971
David Askew,8/9/2020,"It's a fun game and I enjoy playing it. I was expecting more options and opportunities within the game to build up points (making it more real life). I actually think each game is too quick - its a shame there is not different options for game lengths. Also, not many people seem to use the online game facility - I often just get pitted against 2/3 automated players.",Content and Length,0.6126871705055237
Angelique Gonzalez,7/11/2023,Unable to play online. Says no internet connection with mobile data and wifi connection. Waste of money.,Value for Money,0.30427753925323486
Data Lore,7/19/2020,"The game is cute and interesting, but the progression is very short and linear. There isn't a lot of variety between each game and not picking college and the investing route just doesn't give you any true lasting rewards. The little extra points you collect aren't worth much and don't reward you for not taking the money routes. Overall the replayability of these very short matches is basically nonexistent. Fun for about an hour and then that's about it. Also it gets old to have repeat the 5x",Content and Length,0.7812574505805969
Jon S,2/14/2021,"It's well done but I wish that I could unlock new outfits by just playing and unlocking them, rather than have to pay microtransactions. I'd get it if the game was free but I paid for this. Given, its just aesthetics, but its just annoying. 90 percent of the enjoyment I get out of games is unlocking things and its hard to come by with phone games. But it's a fun game, I'd reccomend it. I just wish developers took a step back from microtransactions if I have to pay for the game outright.",Graphics and Visual Quality,0.46047988533973694
Benjamin Taylor,2/21/2022,"At it's current state, it's not very great. The games are way way too short and fast paced. There were often games where I would never get a house or kids. I would really appreciate a feature to have longer more in depth games. This is a sequel after all and I think a longer game/ longer board would be an incredible way to build upon the first game. Like I hated rolling an 8-10 because rolling those high numbers means skipping entire sections of the game.",Content and Length,0.794917643070221
As St,8/11/2020,"I've been playing the game of life before the ages of technology. I love the new choices, like stay single or married, brilliant. My suggestions to you is this, in the original game we had twins, children gave retirement money. Each player gave a gift for one child. In the app game we had the option to have triplets/quads, please bring this back. In addition to the careers, I find very basic, it doesn't match the ""2"" I guess I was expecting more of a hierarchy of careers. Thk u",Value for Money,0.5222957730293274
Breyden Coates,4/1/2021,Occasionally the game just freezes and you have to close the app to fix this. It's happened 5 times on the final point screen and I didn't get to see the points or who won. I've only had game a day. If it weren't for the freezes this would be a great app.,Graphics and Visual Quality,0.23445184528827667
Daniel Ray,10/3/2022,"My family has really been enjoying this game, and we really like the fact that a Facebook account isn't required to play with each other. The only suggestion we have is that it would be nice to have the option for a longer game. Sometimes the game seems very short. Which is fine sometimes, however, a longer game would allow more time to achieve objectives such as buying a house, getting a family with children and pet (it's hard enough sometimes just getting one let alone multiple), etc.",Content and Length,0.7125813364982605
Daskut,7/20/2020,"Fun game overall, haven't seen any bugs yet and online works fine. ⚠️Only problem: 130€ (or 35€ at 73% off) for the full content after I already paid for the game!?!? Sorry but that's not gonna happen. I'm fine with having some microtransactions to get customizations and what not (like you have) but not with having to pay for 10 out of 11 maps (that will be released in the future). Easily worth 5 stars but the price makes it 3 until you change this.",Value for Money,0.43142637610435486
Sakhina De-Niro,2/10/2023,"I had some issues randomly start to happen, this is an isolated issue and it was fixed so quickly! The staff have been absolutely fantastic and kept me upto date, whilst fixing my problems. The game itself is fantastic and fun!! Yes there is in app purchases but it is well worth the money :D",Value for Money,0.944941520690918
J Ahn,9/17/2020,Fun game but freezes too much. Well not so much as completely frozen but it will not progress at times. Animation and sound still works but nothing happens until I restart the App. Edit: I cleared my cache and no longer had this issue. Not sure if its the app or my phone but will update if I encounter freezes again.,Gameplay and Controls,0.2843199670314789
John Dean,8/13/2020,"I would give this game 5 stars for playability but for a 4 dollar game, the amount of paid add-ons is insane. $30 for a season pass?!? Apex Legends and games alike don't charge nearly that much and add incentives to the pass. Player skins should be unlockable by player currency that could be implemented in the game but they want to charge $1 for a peg with clothes on it. I much prefer the original game of life. The only redeeming factor is that it is playable online with friends.",Gameplay and Controls,0.4139254093170166
Sumitra Limbu,12/15/2020,"Very disappointed with the purchase. I was expecting more and thought there would be some perks or something new but I have to purchase and spend another $4/$5 for something new. That doesn't make sense. As fun as this is, the novelty runs off once you reach the end and its the same thing over again so if I paid $4 just for the stimulation and ads-free, it was not worth it.",Value for Money,0.46923527121543884
Veronica Petkau,11/25/2020,"Might increase rating later if they increase game play time. Honestly, as soon as you get into it - it ends! Other than that, it's a great version of the game. Love all the options like the 'child or pet' option is nice. When an AI player chose a pet before marriage they got a cat. Cat rides shotgun most of the game then player chose to have a '2nd Chance' wedding ... and their new spouse HAD TO SIT IN THE BACK SEAT xD hahahaha that's a little brutal but honest I guess 🤷🏻‍♀️",Content and Length,0.5213780403137207
rzrocket,1/30/2023,"Ok so let me get this straight. So before I ""bought"" this game I was looking at what the game had to offer. Build a house, explore/discover new worlds. So I downloaded the game with the understanding that I can unlock new game boards and have my own custom player home to decorate as I like. But no. I shelled out money for the game only to find you have to pay more for the new worlds. Same boring game it has been for literal decades.",Value for Money,0.31496280431747437
Erin Yell,4/6/2022,"It's fun enough, I suppose. I really wish that there were different color options for our skin aside from pink, blue, and purple. I don't like that they're indicative of gender. I like the light blue a lot, but it's sad I can't wear a dress on my wedding day. The board is the exact same no matter what expansion you choose, so it can feel a bit boring at times. Rolling high numbers is the worst because the board is so short. I wish that there were randomized maps, so its new(ish) every game.",Content and Length,0.47431254386901855
Cruors,8/19/2020,"Not a bad game but I feel the season pass is not worth it, they need to actually change the card/job/properties to the theme too so really brings the quality up and the excitement/discovery to the board way up instead of it just being a board skin and a song mostly which only makes you feel passive about it and doesn't change the game all that much for it to be worth it, my friends were disappointed. Adding new cards to the deck would also be nice too for such a steep price tag for skins.",Value for Money,0.5028162598609924
A MEL,11/28/2020,"So many users mentioned a constant crash while playing the game. I investigated the claim. The app tries, without explicit consent from the user, to RECORD audio from the phone. Having Android 10, mic permissions have to be given explicitly and the app didn't ask for them, so it crashed. If you're facing a crash issue, go the app setting (Android App Setting) and give it mic permission, if you are okay being recorded by a game app. Personally, I'm uninstalling and getting refund. Very Shady.",Content and Length,0.27791932225227356
Nite Crawla,7/15/2020,"The game needs options. 1.) If a choose to speed up the Computer players to 5X speed I think I would want to speed up the other 2 computer players as well. It's assinie to keep having to click 5X speed for each computer players turn. I want to be play my turn not have to wait for all the animations for everything else. 2.) You want to grab my attention to tell me to soon for ""highest soon prize"" or that players are waiting for me to do something? how about a vibration notification?",Gameplay and Controls,0.36452817916870117
Edmin Rossy,9/1/2020,THE GAME OF LIFE 2 is by far the best board game on the market. The reason I give the game a 4 star is because It feels like it's watered down and extremely short. I would really love to see a longer board. I'm excited for the new road maps. As you can tell the biggest issue I have is the game feels extreamly short. Also the next update can you guys add more customization. Can we please have a LEADERBOARD 🙏. Sorry I keep editing but can you add emotions so we can have some type of communication,Content and Length,0.6857088804244995
Shanice Benjamin,9/21/2020,Overall the game is fun. My only hangup (and I'm not sure if others are experiencing this as well) is the lagging at the beginning and end of the game. When choosing the game order and when tallying up the money and what not. It's actually pretty annoying.,Content and Length,0.293978214263916
Jack Peters,4/20/2023,"The game is pretty fun however the description and images imply that other worlds are included. Instead you need to pay extra, a lot extra, in order to be able to play on these worlds. Of course the developer just provides this typical response about how it's normal to pay more for things... False advertising might be normal but it's against the law.",Gameplay and Controls,0.24150873720645905
Chris Faulk,3/23/2023,I will agree with other reviews that the game mechanics are not at all random or fair. CPU very often gets high number spin or lands on the perfect spot or gets max value for house sale OR high salary OR lands on their own lucky number multiple times in a row. I just played and spun 3 or under 7 times in a row. I actually used to win games but have been 4th place (I do know how to place this game) the last several times I've played. I haven't also landed on a family space in the last 10 rounds.,Value for Money,0.4371526539325714
Melissa Torres,8/9/2020,"My 7-year old and I love playing the game! The graphics are great and she loves seeing what happens when she makes different life choices. With that said: 1. We would like to see at least 4 different player tokens so there are not 4 wheels, skateboards or birds when looking at the aerial view of the game board. Once a token is selected, it can't be used by another player. 2. Is there a way to personalize the name for Player 2, 3 and 4 when there are 4 humans playing? We tried everything in the edit mode including tapping the name plate and nothing works to change the name. The names do change when they are computer players. If there is a way to change to names when in ""human"" mode, it is not intuitive. 3. As other players mentioned we do wish there was an option for a longer board. I like the short version that exists right now but when we have time for a longer game, another few routes would be great, with more house spaces, salary spaces and other perks. Does not seem to be very many house spaces, we've played many games when neither of us had more than one degree and both had zero houses. We do love the 2nd chance spots!! 4. The ""risk"" road seems boring since it's all Wheels of Fate with a few Taxes spots sandwiched in. We hate landing on a Wheel of Fate because we ALWAYS get Taxes. Also where is the reward for taking the risk? Would be nice to have a couple of very large financial gains on that street, like a $500k spot and a House Inheritance or something. How about a free scholarship for another degree? 5. Does it matter which spouse you choose if you go down the Marriage road? Are there advantages over one or the other? This isn't explained, unless there are no special advantages of one over another (there should be if there are not). I guess same thought on kids, are there advantages to having kids? If yes, what are they? 6. I would like to be able to pay back debt when I get paid my salary, that would be a nice ""pause"" option when cruising over a paycheck collection space. 7. It's nice having two career choices after completing an education purchase but we always take the higher paying job, why would we choose the other one? THANK YOU FOR THE AWESOME GAME!!! Melissa and Sophia",Graphics and Visual Quality,0.3852730393409729
Mike Rumans (Popnfresh-Trex Popn),12/21/2020,"I had originally done a 5 star just because the game is a childhood favorite. I've played many many rounds on the starter board. Then was informed of a 1 time only sale for 50% off season pass where it suddenly went to 34.99 as retail but could be bought for 17.99 So I bought it just cuz I was enjoying it. A few hours later, suddenly it says to get the season pass for 73% off. Kind of shady marketing. Still enjoy the game and not as excited but still am none the less to see other boards.",Value for Money,0.34017255902290344
Alex Wawroski,2/15/2022,"A whole lot of fun, and surprisingly charming art and animation! I don't recommend the 5x speed up option because it causes freezes, but you can just minimize the number of opponents to speed things up instead.",Graphics and Visual Quality,0.4998294711112976
Jessica Weaver-Kenney,2/24/2021,"It's fun and the new additions are interesting but it feels like I miss out on a lot of life events. I played 2 games and both times I never got to have kids or pets. I also don't like how buying a house isn't guaranteed either. Are my spouse and I just living in our car?? I just remember in the first mobile Life game and in the boardgame, I got to experience more. I think this one focuses too much on education and careers, which is ok, but there are so many other aspects of life.",Content and Length,0.3376471996307373
Tejpreet Mundi,1/11/2021,"Here are few suggestions to improve this game. 1: In game chat, emotes/taunts and voice chat with ability to mute players individually. Without them, the game feels boring without the social aspect. 2: Game feels too short sometimes. Maybe make another mode with more tiles, or more paths to choose from? 3: Jobs are almost always repetitive. I expected larger pool of jobs to choose from. And by that i don't just mean different names for them. 4: Ability to add friends. Specially fellow players.",Content and Length,0.785999596118927
Saltiest Meatball,1/25/2021,"Deapite having a top of the line phone and 5G/1GB Wifi, the game still refuses to play well. Constantly freezes either during the game or during the score tallying, forcing you to void the whole game. Happens basically every other game. I would vote 0 stars if I could. Poor optimization.",Performance and Optimization,0.6835129857063293
Vicki Louise,12/30/2022,"I love the game so much! However, I have been trying to install the ultimate life collection all day. I have emailed multiple times and I have still not been able to get this to work. I have purchased on other games today to see if this was not an in game issue however I have had no other issues with any other purchases. I am very disappointed as I love the gameplay so much but I am going to miss out on the sale opportunity due to the issue.",Gameplay and Controls,0.387001633644104
Jennah Wittenbarger,7/16/2020,"The game is fine. Nothing spectacular. The original version is still the best. At least in the original you get rewards for ""expanding your family"" - Also, when given the option for a ""better"" job, it's not necessarily better, esp with the new ""taxes"" addition. The plus is being able to stay single and have pets instead of kids, but, there's no real incentive. It still ""rewards"" you for getting married in the way of TAKING money from the other players. Not worth purchasing when original is free.",Value for Money,0.651425302028656
Ashley Nicole,9/17/2020,"Within 10 minutes of opening the app it turns my whole phone off. At first i thought it was a coincidence but nope, it still shuts my phone completely off anytime i try to play the game. I havent even gotten to play a whole round, yet i paid money for the game. It doesnt give any warning or reason why my phone restarts but ive never had this happen to me before. I guess I'll be deleting the app since its only use seems to be taking up space, as of now.",Content and Length,0.5625259876251221
Terri Charlton,8/23/2020,"Game constantly freezes! I have missed many of the final scores due to the game freezing. When it freezes during gameplay, I can save and quit and return but the final score is pretty important and it won't allow me to save and return at that point.",Gameplay and Controls,0.26289063692092896
MTFBWM,7/25/2021,"Very fun game, just wish the aesthetics of the game would change according to the set used (for example: move with swimming, jet-ski or surfing effects when using the seaside theme instead of just driving along on the same track). Otherwise a great game.",Graphics and Visual Quality,0.6310264468193054
Jessica Sunderland,9/1/2020,"Lost all progress when I had to reinstall the game. I ended up needing to factory rest my phone thought since I bought the game it would be backed up on my Google account. Turns out I lost all my progress, didn't have to buy it again. I have to start over and I had 3 goals left.",Gameplay and Controls,0.2586098313331604
Static Syndic8,7/16/2020,"I absolutely love this sequel! I really loved the original but this one is like 10x better! I would ask for 3 things though: 1) for purchases to be *slightly* cheaper 2) the ability to change your friends names in pass and play 3) and finally, the feature of kicking a player in online multiplayer if they are afk and replace them with a robot Besides that I love to see this game grow! <3",Value for Money,0.4146806597709656
Joshua B.K.,3/12/2022,Game is pretty bad. Watched the game move me countless occasions to the wrong spot. Count is off. Players constantly hitting back to back to back perfect rolls. Youll barely have a fighting chance. To top it off is 4.99$ for any new maps. No thanks. Instant uninstall.,Gameplay and Controls,0.3842087388038635
Evan Tolstov,10/3/2020,"This is a great game. However, it tends to freeze up on my turn quite a bit. It'll just keep being stuck in the screen until enough time passes when the game will play for me, at which point all I have left to do is just exit the game. It's a fun game, but it's sad that this is an issue. It keeps happening pretty often.",Gameplay and Controls,0.6411153674125671
Christine Wagner,6/18/2021,Fun and addictive. All the tradition game with a few more surprises. All the different options for cars and outfits are awesome. Also i love how it doesnt just give the traditional male and female options. There is a 3rd option that is both. For marriage the game gives an option to wear a suit with a veil. Very cool game. I love that I can coop with my family and friends or even play up to four characters on the same device. Very very cool ;),Gameplay and Controls,0.43049129843711853
Zak Robinson,7/15/2020,I've really enjoyed this game... the creators have obviously put alot of time and effort into this :) I would recommend the buy... I just played a second game and one of the players took an extremely long time to spin the spinner... so just in case some leaves the game I believe that a timer on the spinner section would make a great addition to the game but no worries if you can't,Value for Money,0.7036917209625244
Jeff (Euphoria),5/2/2023,"I thought this game would be at least AS good and have as much depth as it's 98 counterpart. The game is trash. Can't believe I paid for it. No depth at all. Things happen and nothing matters. It's so short. You can complete a game in 5 minutes. I rolled 1 after 1 and the game only lasted for 15 minutes. Tldr: short, boring, life ripoff, every other feature other than base game locked behind about 100$ in pay wall, Short.",Content and Length,0.5339893698692322
Kersten Bartelt,3/22/2022,I like the game pretty well but had bought a single map expansion then the season pass to get them all. A few days later I got the season pass refunded and lost access to all the extra maps. Not happy and not sure who to reach out to about it.,Value for Money,0.4819624423980713
Dani O,1/3/2021,"It's a fun game but the grow your family puzzle board is so hard to achieve. In the original board game we had to spin to see if you got single, twins, triplets at the end of the child segment, bring that back. Also give us more options for kids (if you land on space if you choose kids, spin to see the number of kids you'll get) or including getting married as grow your family. I purchased all the boards and upcoming boards so I'd love to see more options to grow the family.",Gameplay and Controls,0.3215647339820862
Josh Choppin,4/12/2021,"You have to pay for everything. Not just the initial game, but everything else too. Plus the challenges aren't challenges. Grow your family 30 times isn't a challenge. It just takes away your choices and makes you wait for luck of the spinner. Win a 4 player online match is a challenge.",Value for Money,0.5943822860717773
Cody Harrison,10/19/2020,"It's fun, but I should have looked into it more before purchasing a VIP pass. The additional worlds are the same as the main content; they just have different themes. Replayability is very lacking - especially if you purchase new worlds.",Value for Money,0.47130921483039856
Nell Wils,3/26/2023,"It's more modern and better graphics and more options than the first digital Game of Life. Definately love it. Go ahead get it and see if you like it too. That's how much I like it... Gonna do a small little advertising for them... How I get like a little gift for that... Hint, hint. 😁",Graphics and Visual Quality,0.7057645320892334
Jennifer Matte,4/5/2021,Fun and no in your face adds. I got this game so I would have something to play with mom as we sit together and it works out perfectly for that we use pass and play. The dlc maps have different careers which is fun . I felt it was a worthy investment for the bit of variety it adds though every map is the same (probably for online compatibility),Value for Money,0.8779739141464233
Bianca,9/9/2020,I live the board game and I was enjoying this version but I uninstalled it due to the fact that it seems like some people are able to cheat. I've played several games where other players have been able to spin multiple times to get a preferable number. The final straw was when it was my turn and the wheel spun before I touched it then landing on someone's lucky number but I was still able to spin to get another number.,Gameplay and Controls,0.3504572808742523
ro cc,1/20/2021,"The game itself is ok. The thing i dislike is the people playing it. There should be a 30 second timer implemented. If you don't move turn skipped. 3 strikes your out from being afk. Last few games we would be waiting like 3 minutes before someone would do a single spin, 3 minutes before they press the confirm button, and not skip a single scene when they are being that ignorant. I did rage quit because of it.",Content and Length,0.3297506868839264
jessica caves,7/15/2020,"After pointing out a few issues and the prompt and useful response of the developers I have changed my score to 5 stars. This is a brilliant family game that is easy to use, and with the different game modes (single, pass the phone and online) there is a way to play for everyone. I love the diversity and the fact this classic game has been brought into the 21st century to be more inclusive. Well done team 😀",Value for Money,0.6960465312004089
Tyson Gibson,4/16/2023,"Lots of fun, great graphics and nice add ons. Like that I can make choices. One minor complaint: some players are manipulating the spinner which is irritating. Seems like that could be fixed. Otherwise great game!",Graphics and Visual Quality,0.5595647692680359
Stephen Callans,10/28/2020,The game is pretty fun. I bought the package with all the boards and now it won't let me play the single player mode. I have to pass and play or play online. Can you fix this? Update: had to uninstall and then reinstall he game. Works ok now. Does freeze from time to time. Not sure why. Pretty fun though.,Value for Money,0.2934216558933258
Shannon Sihtam,4/10/2021,Its not too bad but as many others mentioned you are paying for the original one only. They charge for everything else. I also think its a bit short. I think they should have options for longer or shorter games and more than 4 people. I also agree there's a lot of repetition so I would like to see a bit more diversity in the content.,Content and Length,0.7951573729515076
Kellie Walker,11/9/2020,It's fun but the options are limited and there are more modes within the game you have to pay more for. It shouldn't be that hard to make more career options or something? Also constantly crashes and says there is no internet when there is.,Value for Money,0.5552627444267273
Laurissa Chipman,2/16/2021,"Misleading with the trailer. Not nearly as interesting or interactive. Dont see how this game can be 5$ more then the game of life (which I also have paid for ) when this game is extremely similar aside from a few things. Will change to 5 star if they resind to my email. But not worth 7$ considering it's not much diff from the first one. Again, trailer was very misleading for the interactive part. Would have preferred life vacation",Value for Money,0.7651291489601135
Tejas Karandikar,1/20/2021,"The game is great but the only issues are that the game sometimes freezes and lags at most of the stages... Also the original way of spinning the dial should be brought back in order to decide who plays first... Other features that need to be introduced are, actual players in single mode by random matching and also more worlds, but for free...",Value for Money,0.3752930164337158
Alexa Wermuth,7/13/2021,"This game is a lot of fun! Its just really hard to have kids which is my favorite part! You will be lucky if you get 1 kid during the game, 2 is pretty rare. Once I got 5, but I've never had 3 or 4. I also wish you could have twins like in the real game. Overall I really love playing this, you can play online with real people, online with friends, alone with fake players with computer generated moves, or you can play with friends in the same room as you with ""pass and play.""",Content and Length,0.27129051089286804
Cael Schipper,3/12/2023,"It is an awesome game with so many maps. Just one thing, I wish they would update and add more content, and change up the map. I know they have different maps, I just wish they had a different route than the single route all the maps have",Value for Money,0.28280332684516907
Elena Vigil,7/15/2022,"Do not purchase! Although you already bought the game, it only comes with one map. After that it is 5 dollars for each additional map. In reality a $30 dollar game that isn't worth it! Update! Then they contacted me explaining that it is because you pay for "" cosmetic in app purchases"". How about you advertise it that way from the beginning and stop stealing people's money for 1 boring map",Value for Money,0.6783940196037292
Johnna Guillerman,10/26/2020,"Really fun but I think people might be cheating? Just strange when people roll perfectly every time. Also they should have an option for people to play different maps. Not just cosmetic changes but changes and additions to length, paths, etc",Content and Length,0.245549738407135
Jinxie Joelle,12/31/2022,"Addictive game but many bug issues and drains the battery quick , put my phone to charge as I been playing more then 30 minutes and my battery went from 88% to 12% , I even had it on charge and my phone become hot with less battery percentage at 6% 😳and my friend experienced the same issue.... also should be and kick out or reload player options for players that don't press ready or lose connection when joining online.. otherwise I would say 5 stars .. please look into this issue. Regards",Content and Length,0.26000797748565674
Holly Bunn,8/10/2020,While playing the game it freezes and I have to exit out and get back into the game even than it freezes about 4 more times before I can finish the game I love the game when it freezes on single player mode (waiting for a player) it makes me not want to play it anymore,Gameplay and Controls,0.26438000798225403
C F,4/18/2021,The game is super quick and the board is really small. Dont expect to be able to buy a house and have more than one child because the spots for those are very limited. I played this 4x and had practically identical gameplay each time. Waste of money in my opinion,Gameplay and Controls,0.6287645101547241
Makayla Garcia,2/23/2021,I really like this game. Can you put more colors and clothes and hair for free. So we can get them with the books and hearts and pigs. Or getting more stuff with them. My daughter and I play together. We got the three roads to play on and we enjoyed the game a lot. But it should be more free stuff and more roads also to play on. We haven't play together like this for a long time. We both enjoy the game so much. But it does need the hurry up button and the smiles also. That be great to add,Value for Money,0.28369417786598206
Pell Torr (Borzonslayer),1/30/2021,"As far as I can tell, the game deliberately shorts the player in solo play, handicapping you on every spin while all computer players get the best possible jobs they can, move around the board at twice your speed, and all focus different point goals so you can never have anything in your favor. Screw this game and it's deliberately suppressive rng.",Gameplay and Controls,0.4316280484199524
Amber Wright,8/15/2021,"So far I like the game. I bought the season pass, thinking it would be fun to host the games and play with my kiddos. When i do the online with frienda, i am the only one on the different board, and makes them in the classic board. Me being the host, you would think it would share the board for the game. But it doesnt. Only way to do it is pass n play. Im frustrated.",Gameplay and Controls,0.3227314054965973
Amanda Rok,8/3/2020,"What a waste of money. Game worked perfectly when I was getting my ass kicked. As soon as I waa going to win a single game, it froze after showing money earned and didn't progress to points earned or who won the game. I do not give negative reviews often, but I also do not spend money on games often. Don't waste your money!!!",Value for Money,0.5789924263954163
Chevyguy,9/9/2020,The game for the most part is good. But when playing multiplayer on either android or ios it has a tendency to either crash or freeze. It is a little frustrating. Hopefully that can be fixed soon.,Value for Money,0.3604834973812103
Matrix -Mega,4/20/2022,This game is fun but there is actually no system that times out players when they go afk for large amounts of time. There has to be a system that will kick the player after like 2 minutes of inactivity. Or a timer because this problem is so terrible people will go afk on purpose because they are losing and they game is close to the end. Everytime I play just last game someone went afk for over 10 minutes near the end I screen recorded about 1 minute. THe problem is so bad I can only give it a 1⭐,Content and Length,0.35761743783950806
Megan Anderson,4/27/2022,Too short. Anyone else having issues at the end of the game where it doesn't break down the totals? It just stands there and doesn't do anything at times... have to reset the game too often. I had this problem with the first version too sometimes... this should be fixed by now...,Content and Length,0.5607701539993286
Eric Williams,1/7/2021,"This game is amazing! Needs a loop effect to keep playing longer until bankrupted or stop at old age. Just like the feeling of playing the actual board game without all the hassel. Great graphics n choices. Also, needs more choices to choose from.",Graphics and Visual Quality,0.6795937418937683
Shelley Balsley,11/30/2020,The game keeps freezing up and I have to quit and then load save game. Beyond that the game could be a little more animated with the choices. I would have rated the game a 3 or 4 if it would quit freezing though.,Graphics and Visual Quality,0.357280433177948
Blakie Boy,11/29/2020,"The game is Overall Fun,exciting and entertaining.I had A nice time playing it with friends and family with the pass and play mode, However in my opinion The game slightly lacks customization,There is not that much to buy and What there is Is Really OVER PRICED (In my opinion).If You can add a little more Things in The Shop and Not make 1 Mape Really Expensive For some,Just lower thing a little and Frequently update the game and maybe Make A bigger map.",Value for Money,0.5827195644378662
April H,3/16/2021,"Its a good game with no real issues experienced. My reason for the rating is similar to everyone else. Do not waste your money buying this because all you get is the base level board. All other boards cost money, just like the first version of this game. Unless you're prepared to ultimately fork out around $50 which is the cost of a physical board game, this is not worth ANY money. It should be free to download, and it shouldn't cost as much as it does for new boards.",Value for Money,0.6715008020401001
Kookie's cookie,8/13/2021,"Game is great and so fun. However, lately, my single games keep freezing and I don't get anything from them. Even if I ""Save and Leave"" when I get back it opens a new game and all the progress is gone. I hope this issue can be solved so I can play.",Value for Money,0.3142436146736145
Samin Ali,12/25/2020,I got this game last month during a sale for 50p and I am going to explain my experience from then up to now. First of all purchasing this will only get you 1 board and 1 set of tokens if you want to get more boards and tokens you have to get them separately or in small bundles or buy the season pass which gives you access to all of their current and future boards and tokens. The gameplay is overall pretty fun with cute cinematics. The 1 thing I want is for the boards to be longer.,Value for Money,0.37330952286720276
Ryan L,12/19/2020,"In spite of other reviews that mention the cost of the game being pricey for one board, it's a good game. I think it's actually kind of reasonable considering the life physical board game gives you one board for -$20+. It's a fair price in my eyes. My fiancee and I enjoy passing the game to eachother and competing against the bots. She loved the life board game and got me into it, and this is even better!",Value for Money,0.7450292110443115
Caitlin Reisinger,12/14/2020,"I was just playing the fantasy world version in multiplsyer online, and someone named ""BigPP"" got the ""app developer"" job from the original world IN fantasy land, it never had the right graphics when they spin, and now I can't open Google play. I've turned my phone off and on again 3 times and attempted access through settings, chrome, and other games. Google play won't load. I assume it's to prevent me from reporting this but then I left my phone alone for 5 minutes and was able to report this",Graphics and Visual Quality,0.6164995431900024
tiffy,1/31/2021,"*update Issue was handled well, good customer service and it was an error in wording. All good.🖤 Purchased the Haunted Hills Bundle which came with the world, +8 collectibles to get throughout playing, 6 vehicles, 9 avatars, and 9 outfits but only received 2 vehicles, 3 outfits, and 3 avatars as if I had only purchased the expansion pack.",Content and Length,0.42029786109924316
Ash B,10/5/2020,"My kids and I love this game. And its a fast paced game at that, yes it cost money but if your kids like being on their like mine do then this is a way for all not to have to go through the whole get off your phone thing, plus have family time where everyone is happy and spending time together! Can't put a price on that! Not even $2.orb$3. Or $4. Or $5.99!!!!",Value for Money,0.7603414058685303
Lil Red DeadHead,7/4/2021,"Grade and always entertaining! With new options putting a twist on the game while still keeping the integrity of classic game of Life. The season pass is also a definite plus! Got it on sale and have not had to buy a single expansion yet, and there's already been four! Highly recommended for anyone of any age for casual entertainment and fun.",Value for Money,0.8790515065193176
kurt cyr,11/30/2021,Way to go guys!! You made a classic into an updated turd no one wanted. This game was one of my favorites. I tried to play this for the first time today and I couldn't even finish college before wanting my money back. Unfortunately I missed that refund window and now im stuck with a game I'll most likely never open again. Keep up the terrible work. And rot in pieces updated game of life.,Content and Length,0.23922979831695557
Yup,8/11/2021,"The game is fine, and pretty clean. 2 stars mainly for the fact that you pay 4 dollars thinking you're getting the full game, but instead get a single world, and the rest of the dozen or so are 5 dollars (even more than the game!). I feel like I bought a demo. The smaller issue is all online play is disabled. Why? If there's a reason, tell me why in the game so it doesn't annoy me constantly.",Value for Money,0.5527191758155823
